GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHH,AIANHHA,TRACTA,C_CITYA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,DIVISION,DIVISIONA,MSA_CMSA,MSA_CMSAA,PLACE,PLACEA,PMSA,PMSAA,REGION,REGIONA,STATE,STATEA,URB_AREA,URB_AREAA,ANPSADPI,FGW001
G4802350,1990,"","","","","","","",Irion,235,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Irion County,18705525
G4802370,1990,"","","","","","","",Jack,237,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Jack County,75726348
G4802390,1990,"","","","","","","",Jackson,239,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Jackson County,132856352
G4802410,1990,"","","","","","","",Jasper,241,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Jasper County,299647305
G4802430,1990,"","","","","","","",Jeff Davis,243,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Jeff Davis County,19264833
G4802450,1990,"","","","","","","",Jefferson,245,"","","",7,"",0840,"","","",9999,"",3,Texas,48,"","",Jefferson County,2924688154
G4802470,1990,"","","","","","","",Jim Hogg,247,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Jim Hogg County,34481222
G4802490,1990,"","","","","","","",Jim Wells,249,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Jim Wells County,301230953
G4802510,1990,"","","","","","","",Johnson,251,"","","",7,"",1922,"","","",2800,"",3,Texas,48,"","",Johnson County,1161249921
G4802530,1990,"","","","","","","",Jones,253,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Jones County,159005915
G4802550,1990,"","","","","","","",Karnes,255,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Karnes County,100824612
G4802570,1990,"","","","","","","",Kaufman,257,"","","",7,"",1922,"","","",1920,"",3,Texas,48,"","",Kaufman County,595938890
G4802590,1990,"","","","","","","",Kendall,259,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Kendall County,192604200
G4802610,1990,"","","","","","","",Kenedy,261,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Kenedy County,4057809
G4802630,1990,"","","","","","","",Kent,263,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Kent County,10081691
G4802650,1990,"","","","","","","",Kerr,265,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Kerr County,454267207
G4802670,1990,"","","","","","","",Kimble,267,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Kimble County,46330001
G4802690,1990,"","","","","","","",King,269,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",King County,4217686
G4802710,1990,"","","","","","","",Kinney,271,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Kinney County,24625536
G4802730,1990,"","","","","","","",Kleberg,273,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Kleberg County,281622545
G4802750,1990,"","","","","","","",Knox,275,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Knox County,44148285
G4802770,1990,"","","","","","","",Lamar,277,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Lamar County,457869537
G4802790,1990,"","","","","","","",Lamb,279,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Lamb County,139976224
G4802810,1990,"","","","","","","",Lampasas,281,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Lampasas County,140920285
G4802830,1990,"","","","","","","",La Salle,283,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",La Salle County,42549016
G4802850,1990,"","","","","","","",Lavaca,285,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Lavaca County,191963656
G4802870,1990,"","","","","","","",Lee,287,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Lee County,129447266
G4802890,1990,"","","","","","","",Leon,289,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Leon County,131507085
G4802910,1990,"","","","","","","",Liberty,291,"","","",7,"",3362,"","","",3360,"",3,Texas,48,"","",Liberty County,519692115
G4802930,1990,"","","","","","","",Limestone,293,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Limestone County,199384719
G4802950,1990,"","","","","","","",Lipscomb,295,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Lipscomb County,37459357
G4802970,1990,"","","","","","","",Live Oak,297,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Live Oak County,95478099
G4802990,1990,"","","","","","","",Llano,299,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Llano County,143670253
G4803010,1990,"","","","","","","",Loving,301,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Loving County,1385387
G4803030,1990,"","","","","","","",Lubbock,303,"","","",7,"",4600,"","","",9999,"",3,Texas,48,"","",Lubbock County,2636196679
G4803050,1990,"","","","","","","",Lynn,305,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Lynn County,67683631
G4803070,1990,"","","","","","","",McCulloch,307,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",McCulloch County,76709767
G4803090,1990,"","","","","","","",McLennan,309,"","","",7,"",8800,"","","",9999,"",3,Texas,48,"","",McLennan County,2078544552
G4803110,1990,"","","","","","","",McMullen,311,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",McMullen County,11100974
G4803130,1990,"","","","","","","",Madison,313,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Madison County,91665130
G4803150,1990,"","","","","","","",Marion,315,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Marion County,91763248
G4803170,1990,"","","","","","","",Martin,317,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Martin County,48553528
G4803190,1990,"","","","","","","",Mason,319,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Mason County,29445934
G4803210,1990,"","","","","","","",Matagorda,321,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Matagorda County,417544743
G4803230,1990,"","","","","","","",Maverick,323,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Maverick County,188178952
G4803250,1990,"","","","","","","",Medina,325,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Medina County,264549634
G4803270,1990,"","","","","","","",Menard,327,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Menard County,20808105
G4803290,1990,"","","","","","","",Midland,329,"","","",7,"",5040,"","","",9999,"",3,Texas,48,"","",Midland County,1635831290
G4803310,1990,"","","","","","","",Milam,331,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Milam County,235313828
G4803330,1990,"","","","","","","",Mills,333,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Mills County,45781499
G4803350,1990,"","","","","","","",Mitchell,335,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Mitchell County,75909788
G4803370,1990,"","","","","","","",Montague,337,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Montague County,176136125
G4803390,1990,"","","","","","","",Montgomery,339,"","","",7,"",3362,"","","",3360,"",3,Texas,48,"","",Montgomery County,2589945670
G4803410,1990,"","","","","","","",Moore,341,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Moore County,197841600
G4803430,1990,"","","","","","","",Morris,343,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Morris County,135525033
G4803450,1990,"","","","","","","",Motley,345,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Motley County,13720299
G4803470,1990,"","","","","","","",Nacogdoches,347,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Nacogdoches County,521938154
G4803490,1990,"","","","","","","",Navarro,349,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Navarro County,412202553
G4803510,1990,"","","","","","","",Newton,351,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Newton County,105122655
G4803530,1990,"","","","","","","",Nolan,353,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Nolan County,161054391
G4803550,1990,"","","","","","","",Nueces,355,"","","",7,"",1880,"","","",9999,"",3,Texas,48,"","",Nueces County,3270967936
G4803570,1990,"","","","","","","",Ochiltree,357,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Ochiltree County,122274390
G4803590,1990,"","","","","","","",Oldham,359,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Oldham County,23567240
G4803610,1990,"","","","","","","",Orange,361,"","","",7,"",0840,"","","",9999,"",3,Texas,48,"","",Orange County,919042159
G4803630,1990,"","","","","","","",Palo Pinto,363,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Palo Pinto County,246935321
G4803650,1990,"","","","","","","",Panola,365,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Panola County,232814315
G4803670,1990,"","","","","","","",Parker,367,"","","",7,"",1922,"","","",2800,"",3,Texas,48,"","",Parker County,833275267
G4803690,1990,"","","","","","","",Parmer,369,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Parmer County,87782080
G4803710,1990,"","","","","","","",Pecos,371,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Pecos County,131680682
G4803730,1990,"","","","","","","",Polk,373,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Polk County,302727118
G4803750,1990,"","","","","","","",Potter,375,"","","",7,"",0320,"","","",9999,"",3,Texas,48,"","",Potter County,987927753
G4803770,1990,"","","","","","","",Presidio,377,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Presidio County,41895815
G4803790,1990,"","","","","","","",Rains,379,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Rains County,71257979
G4803810,1990,"","","","","","","",Randall,381,"","","",7,"",0320,"","","",9999,"",3,Texas,48,"","",Randall County,1372163542
G4803830,1990,"","","","","","","",Reagan,383,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Reagan County,46438790
G4803850,1990,"","","","","","","",Real,385,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Real County,19025195
G4803870,1990,"","","","","","","",Red River,387,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Red River County,119420786
G4803890,1990,"","","","","","","",Reeves,389,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Reeves County,112808167
G4803910,1990,"","","","","","","",Refugio,391,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Refugio County,82408629
G4803930,1990,"","","","","","","",Roberts,393,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Roberts County,15944558
G4803950,1990,"","","","","","","",Robertson,395,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Robertson County,138714103
G4803970,1990,"","","","","","","",Rockwall,397,"","","",7,"",1922,"","","",1920,"",3,Texas,48,"","",Rockwall County,460464349
G4803990,1990,"","","","","","","",Runnels,399,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Runnels County,107130964
G4804010,1990,"","","","","","","",Rusk,401,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Rusk County,441237692
G4804030,1990,"","","","","","","",Sabine,403,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Sabine County,100091997
G4804050,1990,"","","","","","","",San Augustine,405,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",San Augustine County,65169927
G4804070,1990,"","","","","","","",San Jacinto,407,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",San Jacinto County,157513229
G4804090,1990,"","","","","","","",San Patricio,409,"","","",7,"",1880,"","","",9999,"",3,Texas,48,"","",San Patricio County,552147697
G4804110,1990,"","","","","","","",San Saba,411,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",San Saba County,48302550
G4804130,1990,"","","","","","","",Schleicher,413,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Schleicher County,31386909
G4804150,1990,"","","","","","","",Scurry,415,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Scurry County,188583341
G4804170,1990,"","","","","","","",Shackelford,417,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Shackelford County,37845909
G4804190,1990,"","","","","","","",Shelby,419,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Shelby County,208172423
G4804210,1990,"","","","","","","",Sherman,421,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Sherman County,29770265
G4804230,1990,"","","","","","","",Smith,423,"","","",7,"",8640,"","","",9999,"",3,Texas,48,"","",Smith County,1909579255
G4804250,1990,"","","","","","","",Somervell,425,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Somervell County,63251264
G4804270,1990,"","","","","","","",Starr,427,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Starr County,165254413
G4804290,1990,"","","","","","","",Stephens,429,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Stephens County,92504622
G4804310,1990,"","","","","","","",Sterling,431,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Sterling County,18061962
G4804330,1990,"","","","","","","",Stonewall,433,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Stonewall County,20249700
G4804350,1990,"","","","","","","",Sutton,435,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Sutton County,45739559
G4804370,1990,"","","","","","","",Swisher,437,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Swisher County,78563931
G4804390,1990,"","","","","","","",Tarrant,439,"","","",7,"",1922,"","","",2800,"",3,Texas,48,"","",Tarrant County,17607117254
G4804410,1990,"","","","","","","",Taylor,441,"","","",7,"",0040,"","","",9999,"",3,Texas,48,"","",Taylor County,1376040071
G4804430,1990,"","","","","","","",Terrell,443,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Terrell County,14293584
G4804450,1990,"","","","","","","",Terry,445,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Terry County,142289932
G4804470,1990,"","","","","","","",Throckmorton,447,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Throckmorton County,19330320
G4804490,1990,"","","","","","","",Titus,449,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Titus County,263574699
G4804510,1990,"","","","","","","",Tom Green,451,"","","",7,"",7200,"","","",9999,"",3,Texas,48,"","",Tom Green County,1098354143
G4804530,1990,"","","","","","","",Travis,453,"","","",7,"",0640,"","","",9999,"",3,Texas,48,"","",Travis County,8577654006
G4804550,1990,"","","","","","","",Trinity,455,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Trinity County,109477266
G4804570,1990,"","","","","","","",Tyler,457,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Tyler County,161115155
G4804590,1990,"","","","","","","",Upshur,459,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Upshur County,320161152
G4804610,1990,"","","","","","","",Upton,461,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Upton County,41958803
G4804630,1990,"","","","","","","",Uvalde,463,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Uvalde County,189851010
G4804650,1990,"","","","","","","",Val Verde,465,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Val Verde County,297637316
G4804670,1990,"","","","","","","",Van Zandt,467,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Van Zandt County,381224168
G4804690,1990,"","","","","","","",Victoria,469,"","","",7,"",8750,"","","",9999,"",3,Texas,48,"","",Victoria County,903577972
G4804710,1990,"","","","","","","",Walker,471,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Walker County,425386559
G4804730,1990,"","","","","","","",Waller,473,"","","",7,"",3362,"","","",3360,"",3,Texas,48,"","",Waller County,231929207
G4804750,1990,"","","","","","","",Ward,475,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Ward County,128391470
G4804770,1990,"","","","","","","",Washington,477,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Washington County,283615978
G4804790,1990,"","","","","","","",Webb,479,"","","",7,"",4080,"","","",9999,"",3,Texas,48,"","",Webb County,897018650
G4804810,1990,"","","","","","","",Wharton,481,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Wharton County,435534407
G4804830,1990,"","","","","","","",Wheeler,483,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Wheeler County,60039513
G4804850,1990,"","","","","","","",Wichita,485,"","","",7,"",9080,"","","",9999,"",3,Texas,48,"","",Wichita County,1381826999
G4804870,1990,"","","","","","","",Wilbarger,487,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Wilbarger County,145457914
G4804890,1990,"","","","","","","",Willacy,489,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Willacy County,106938154
G4804910,1990,"","","","","","","",Williamson,491,"","","",7,"",0640,"","","",9999,"",3,Texas,48,"","",Williamson County,1871726035
G4804930,1990,"","","","","","","",Wilson,493,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Wilson County,220453246
G4804950,1990,"","","","","","","",Winkler,495,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Winkler County,84991190
G4804970,1990,"","","","","","","",Wise,497,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Wise County,385148311
G4804990,1990,"","","","","","","",Wood,499,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Wood County,320585203
G4805010,1990,"","","","","","","",Yoakum,501,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Yoakum County,92996901
G4805030,1990,"","","","","","","",Young,503,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Young County,204615188
G4805050,1990,"","","","","","","",Zapata,505,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Zapata County,59887027
G4805070,1990,"","","","","","","",Zavala,507,"","","",7,"",9999,"","","",9999,"",3,Texas,48,"","",Zavala County,57990544
G4900010,1990,"","","","","","","",Beaver,001,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Beaver County,40751880
G4900030,1990,"","","","","","","",Box Elder,003,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Box Elder County,402943791
G4900050,1990,"","","","","","","",Cache,005,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Cache County,664674796
G4900070,1990,"","","","","","","",Carbon,007,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Carbon County,205062863
G4900090,1990,"","","","","","","",Daggett,009,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Daggett County,6576260
G4900110,1990,"","","","","","","",Davis,011,"","","",8,"",7160,"","","",9999,"",4,Utah,49,"","",Davis County,2164192663
G4900130,1990,"","","","","","","",Duchesne,013,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Duchesne County,103365422
G4900150,1990,"","","","","","","",Emery,015,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Emery County,95943562
G4900170,1990,"","","","","","","",Garfield,017,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Garfield County,32872483
G4900190,1990,"","","","","","","",Grand,019,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Grand County,65608515
G4900210,1990,"","","","","","","",Iron,021,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Iron County,174668399
G4900230,1990,"","","","","","","",Juab,023,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Juab County,47787486
G4900250,1990,"","","","","","","",Kane,025,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Kane County,44779882
G4900270,1990,"","","","","","","",Millard,027,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Millard County,97325471
G4900290,1990,"","","","","","","",Morgan,029,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Morgan County,57829583
G4900310,1990,"","","","","","","",Piute,031,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Piute County,10500088
G4900330,1990,"","","","","","","",Rich,033,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Rich County,14509205
G4900350,1990,"","","","","","","",Salt Lake,035,"","","",8,"",7160,"","","",9999,"",4,Utah,49,"","",Salt Lake County,8808656880
G4900370,1990,"","","","","","","",San Juan,037,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",San Juan County,74854750
G4900390,1990,"","","","","","","",Sanpete,039,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Sanpete County,122825596
G4900410,1990,"","","","","","","",Sevier,041,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Sevier County,132005580
G4900430,1990,"","","","","","","",Summit,043,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Summit County,259935095
G4900450,1990,"","","","","","","",Tooele,045,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Tooele County,277164235
G4900470,1990,"","","","","","","",Uintah,047,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Uintah County,185566372
G4900490,1990,"","","","","","","",Utah,049,"","","",8,"",6520,"","","",9999,"",4,Utah,49,"","",Utah County,2347675074
G4900510,1990,"","","","","","","",Wasatch,051,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Wasatch County,108078790
G4900530,1990,"","","","","","","",Washington,053,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Washington County,452949611
G4900550,1990,"","","","","","","",Wayne,055,"","","",8,"",9999,"","","",9999,"",4,Utah,49,"","",Wayne County,16568840
G4900570,1990,"","","","","","","",Weber,057,"","","",8,"",7160,"","","",9999,"",4,Utah,49,"","",Weber County,1824277657
G5000010,1990,"","","","","","","",Addison,001,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Addison County,406225445
G5000030,1990,"","","","","","","",Bennington,003,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Bennington County,477857131
G5000050,1990,"","","","","","","",Caledonia,005,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Caledonia County,308958949
G5000070,1990,"","","","","","","",Chittenden,007,"","","",1,"",####,"","","",9999,"",1,Vermont,50,"","",Chittenden County,2076611354
G5000090,1990,"","","","","","","",Essex,009,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Essex County,60114331
G5000110,1990,"","","","","","","",Franklin,011,"","","",1,"",####,"","","",9999,"",1,Vermont,50,"","",Franklin County,463755807
G5000130,1990,"","","","","","","",Grand Isle,013,"","","",1,"",####,"","","",9999,"",1,Vermont,50,"","",Grand Isle County,74171434
G5000150,1990,"","","","","","","",Lamoille,015,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Lamoille County,244729790
G5000170,1990,"","","","","","","",Orange,017,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Orange County,305673495
G5000190,1990,"","","","","","","",Orleans,019,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Orleans County,249461045
G5000210,1990,"","","","","","","",Rutland,021,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Rutland County,778499207
G5000230,1990,"","","","","","","",Washington,023,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Washington County,731308985
G5000250,1990,"","","","","","","",Windham,025,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Windham County,536697205
G5000270,1990,"","","","","","","",Windsor,027,"","","",1,"",9999,"","","",9999,"",1,Vermont,50,"","",Windsor County,762003069
G5100010,1990,"","","","","","","",Accomack,001,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Accomack County,324847296
G5100030,1990,"","","","","","","",Albemarle,003,"","","",5,"",1540,"","","",9999,"",3,Virginia,51,"","",Albemarle County,1163482688
G5100050,1990,"","","","","","","",Alleghany,005,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Alleghany County,151947570
G5100070,1990,"","","","","","","",Amelia,007,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Amelia County,100587658
G5100090,1990,"","","","","","","",Amherst,009,"","","",5,"",4640,"","","",9999,"",3,Virginia,51,"","",Amherst County,311047301
G5100110,1990,"","","","","","","",Appomattox,011,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Appomattox County,131744165
G5100130,1990,"","","","","","","",Arlington,013,"","","",5,"",8840,"","","",9999,"",3,Virginia,51,"","",Arlington County,4338096729
G5100150,1990,"","","","","","","",Augusta,015,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Augusta County,695287119
G5100170,1990,"","","","","","","",Bath,017,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Bath County,54974447
G5100190,1990,"","","","","","","",Bedford,019,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Bedford County,653076867
G5100210,1990,"","","","","","","",Bland,021,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Bland County,61026380
G5100230,1990,"","","","","","","",Botetourt,023,"","","",5,"",6800,"","","",9999,"",3,Virginia,51,"","",Botetourt County,337081275
G5100250,1990,"","","","","","","",Brunswick,025,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Brunswick County,135872124
G5100270,1990,"","","","","","","",Buchanan,027,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Buchanan County,301209852
G5100290,1990,"","","","","","","",Buckingham,029,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Buckingham County,118080533
G5100310,1990,"","","","","","","",Campbell,031,"","","",5,"",4640,"","","",9999,"",3,Virginia,51,"","",Campbell County,568315280
G5100330,1990,"","","","","","","",Caroline,033,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Caroline County,225073208
G5100350,1990,"","","","","","","",Carroll,035,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Carroll County,256883978
G5100360,1990,"","","","","","","",Charles City,036,"","","",5,"",6760,"","","",9999,"",3,Virginia,51,"","",Charles City County,71266496
G5100370,1990,"","","","","","","",Charlotte,037,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Charlotte County,103940914
G5100410,1990,"","","","","","","",Chesterfield,041,"","","",5,"",6760,"","","",9999,"",3,Virginia,51,"","",Chesterfield County,3634219359
G5100430,1990,"","","","","","","",Clarke,043,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Clarke County,184538498
G5100450,1990,"","","","","","","",Craig,045,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Craig County,49009323
G5100470,1990,"","","","","","","",Culpeper,047,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Culpeper County,383472376
G5100490,1990,"","","","","","","",Cumberland,049,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Cumberland County,80113620
G5100510,1990,"","","","","","","",Dickenson,051,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Dickenson County,141425351
G5100530,1990,"","","","","","","",Dinwiddie,053,"","","",5,"",6760,"","","",9999,"",3,Virginia,51,"","",Dinwiddie County,255705153
G5100570,1990,"","","","","","","",Essex,057,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Essex County,98407108
G5100590,1990,"","","","","","","",Fairfax,059,"","","",5,"",8840,"","","",9999,"",3,Virginia,51,"","",Fairfax County,20200673583
G5100610,1990,"","","","","","","",Fauquier,061,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Fauquier County,912645749
G5100630,1990,"","","","","","","",Floyd,063,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Floyd County,126907002
G5100650,1990,"","","","","","","",Fluvanna,065,"","","",5,"",1540,"","","",9999,"",3,Virginia,51,"","",Fluvanna County,160484346
G5100670,1990,"","","","","","","",Franklin,067,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Franklin County,468580140
G5100690,1990,"","","","","","","",Frederick,069,"","","",5,"",9999,"","","",9999,"",3,Virginia,51,"","",Frederick County,623765888
